UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
1291;64;1;2021;1;0;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;2;19;0;0;3;3;3;3;1210
1291;65;1;2021;1;0;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;24;4;1; ;1;26;1;1;3;3;3;3;1927
1345;26;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;1;1; ;1;20;1;1;3;3;8;8;6031
1345;31;1;2021;1;0;1;1;46;18;1; ; ;4;1;6;19;1;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2841
1345;47;1;2021;1;0;1;1;35;19;1; ; ;1;1;3;19;0;3;1;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2208
1345;52;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;15;1;20;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4995
1448;13;1;2021;1;0;1;2;3;27;1; ; ;4;1;0; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4342
1448;47;1;2021;1;0;1;1;30;24;1; ; ;4;1;4;27;3;4;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1540
1448;50;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;16;1;28;6; ;0; ; ; ; ; ;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3711
1571;2;1;2021;1;0;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;26;4;1; ;3;28;2;3;3;1;3;3;2315
1571;11;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;19;4;3;32;2;21;2;0;3;3;3;3;3807
1571;30;1;2021;1;0;1;1;50;23;2;15;4;4;4;3;16;0;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1623
1571;55;1;2021;1;0;1;1;38;35;1; ; ;4;1;2;42;1;2;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1294
1701;1;1;2021;1;0;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;3;20;3;3;1;3;2;2;293
1701;7;1;2021;1;0;1;2;30;35;2;20;4;4;3;4;24;1;3;1;1;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;417
1701;24;1;2021;1;0;1;2;0;42;2;26;1;4;1;3;26;3;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;328
1701;25;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;2;20;1;2;3;3;3;3;771
1701;31;1;2021;1;0;1;2;17;20;1; ; ;4;1;3;24;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;293
1701;42;1;2021;1;0;1;2;50;24;1; ; ;1;1;4;24;1;4;3;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;699
1701;43;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;16;1;16;6; ;1;17;1;1;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;634
1701;45;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4;15;1;17;1;1;3;21;3;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;293
1758;2;1;2021;1;0;1;2;10;28;3;18;4;4;1;5;19;4;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;606
1758;29;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;2;24;1;2;3;3;3;3;431
1758;35;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;20;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1419
1758;36;1;2021;1;0;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;4;1; ;3;27;1;3;3;3;3;3;863
1758;41;1;2021;1;0;1;2;4;29;3;19;4;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;606
1758;47;1;2021;1;0;1;2;15;21;1; ; ;4;3;2;26;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1213
1838;4;1;2021;1;0;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;4;19;1;4;3;3;8;3;449
1838;7;1;2021;1;0;1;2;8;18;2;17;5;4;1;2;20;2;2;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;562
1838;10;1;2021;1;0;1;1;25;35;1; ; ;4;1;5;19;0;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;237
1838;22;1;2021;1;0;1;1;54;20;1; ; ;4;1;3;21;1;3;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;430
1838;25;1;2021;1;0;1;1;18;16;1; ; ;5;1;4;17;4;4;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
1838;30;1;2021;1;0;1;1;28;22;1; ; ;4;1;3;25;1;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;613
1838;33;1;2021;1;0;1;2;7;22;1; ; ;4;1;1;26;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
1838;41;1;2021;1;0;1;1;40;25;1; ; ;4;1;2;26;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;193
1838;56;1;2021;1;0;1;1;31;19;1; ; ;4;1;2;20;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;449
1838;58;1;2021;1;0;1;2;3;21;1; ; ;4;2;2;21;2;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;339
1846;5;1;2021;1;0;1;1;6;30;1; ; ;4;1;2;25;2;2;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318
1846;14;1;2021;1;0;1;2;5;19;1; ; ;4;1;1;22;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;398
1846;31;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;0;20;9;22;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;356
1846;34;1;2021;1;0;1;1;20;26;1; ; ;1;1;3;26;0;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360
1846;37;1;2021;1;0;1;1;42;21;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;279
1846;38;1;2021;1;0;1;1;12;22;1; ; ;1;3;2;23;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;372
1846;39;1;2021;1;0;1;2;40;28;1; ; ;4;1;1;32;0;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;558
1846;41;1;2021;1;0;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;19;4;1; ;2;24;2;0;3;3;2;2;720
1871;17;1;2021;1;0;1;1;14;18;1; ; ;4;1;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;553
1871;34;1;2021;1;0;1;2;2;25;2;21;4;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;491
1871;37;1;2021;1;0;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;33;4;1; ;0; ; ; ; ; ;3;3;1010
1871;38;1;2021;1;0;1;1;24;22;1; ; ;4;4;2;24;2;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;536
1871;54;1;2021;1;0;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;31;4;1; ;2;20;0;1;3;3;3;3;472
1871;55;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;17;1;18;6; ;2;20;0;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;982
1871;65;1;2021;1;0;1;1;16;25;1; ; ;4;1;3;26;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;529
1871;69;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;23;1;23;6; ;2;24;0;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;472
1989;5;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;35;4;2;39;2;36;2;1;3;1;3;8;246
1989;13;1;2021;1;0;1;2;18;34;3;19;4;4;1;3;20;1;1;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;233
1989;20;1;2021;1;0;1;1;5;59;2;20;4;4;1;2;22;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;193
1989;21;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;13;1;13;1;1;6;13;2;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220
1989;21;2;2021;1;0;1;2;0;32;2;19;4;4;1;6;18;3;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;257
1989;28;1;2021;1;0;1;2;10;15;1; ; ;4;3;5;17;5;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;228
1989;30;1;2021;1;0;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;16;1;17;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;824
1989;32;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;19;4;2;32;4;21;4;2;3;3;3;3;246
1989;35;1;2021;1;0;1;2;26;16;1; ; ;4;2;5;18;5;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220
2233;1;1;2021;1;1;2;2;11;17;1; ; ;1;3;1;18;1;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;424
2233;6;1;2021;1;1;2;2;0;49;2;16;4;4;1;4;17;1;0;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;463
2233;14;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;18;1;19;1;1;1;23;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1534
2233;20;1;2021;1;1;2;1;60;23;1; ; ;4;4;0; ; ; ; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1251
2233;27;1;2021;1;1;2;1;30;23;1; ; ;4;2;2;20;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;339
2233;29;1;2021;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;1;1; ;6;17;0;6;1;3;2;2;291
2233;30;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;956
2233;32;1;2021;1;1;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;4;17;4;4;3;3;3;3;424
2233;51;1;2021;1;1;2;1;12;42;1; ; ;4;2;0; ; ; ; ; ;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;339
2274;10;1;2021;1;1;2;2;8;34;1; ; ;4;1;3;35;2;3;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;861
2274;24;1;2021;1;1;2;2;3;30;1; ; ;4;1;0; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1799
2274;36;1;2021;1;1;2;1;20;21;1; ; ;4;1;3;24;3;3;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;861
2274;55;1;2021;1;1;2;1;8;30;1; ; ;4;2;2;31;2;2;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2306
2274;74;1;2021;1;1;2;1;48;23;1; ; ;4;3;5;25;1;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;612
2274;81;1;2021;1;1;2;2;1;19;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;962
2274;83;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;20;1;30;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;612
2365;15;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;18;1;19;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2505
2365;16;1;2021;1;1;2;2;4;18;1; ; ;4;2;1;20;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2505
2365;36;1;2021;1;1;2;1;35;22;1; ; ;4;1;2;24;2;2;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;831
2365;38;1;2021;1;1;2;1;9;26;1; ; ;4;1;2;27;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1001
2365;45;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;16;1;16;1;1;2;20;2;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1253
2365;50;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;15;1;17;6; ;0; ; ; ; ; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2165
2365;70;1;2021;1;1;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;26;4;2;33;2;31;2;1;3;3;3;3;2002
2504;4;1;2021;6;1;3;1;17;22;1; ; ;4;3;2;24;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455
2504;10;1;2021;6;1;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;17;4;3;22;4;18;2;0;3;3;3;3;923
2504;20;1;2021;6;1;3;2;10;35;3;20;4;4;1;4;25;2;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;431
2504;38;1;2021;6;1;3;2;21;32;2;22;4;4;1;3;23;2;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;662
2504;41;1;2021;6;1;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;3;17;3;3;3;3;8;3;788
2504;47;1;2021;6;1;3;2;8;32;2;28;4;4;1;5;21;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455
2504;51;1;2021;6;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;3;24;13;17;1;10;1;1;3;3;724
2504;55;1;2021;6;1;3;2;0;22;2;18;4;4;3;1;18;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;438
2504;56;1;2021;6;1;3;1;44;23;1; ; ;4;2;10;24;2;10;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;599
2504;62;1;2021;6;1;3;2;45;17;1; ; ;4;2;9;20;2;9;1;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;594
2521;13;1;2021;6;1;3;1;18;23;1; ; ;4;1;4;22;2;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230
2521;14;1;2021;6;1;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;4;18;0;4;3;3;8;8;167
2521;22;1;2021;6;1;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;20;1;19;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;466
2521;23;1;2021;6;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;6;24;1;6;1;1;1;3;150
2521;25;1;2021;6;1;3;2;9;44;2;28;4;4;1;3;20;0;0;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;228
2521;26;1;2021;6;1;3;1;20;24;1; ; ;4;4;1;33;1;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230
2521;27;1;2021;6;1;3;2;27;23;1; ; ;4;1;2;24;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;218
2521;33;1;2021;6;1;3;2;18;18;1; ; ;4;3;3;17;3;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;398
2521;35;1;2021;6;1;3;1;50;16;1; ; ;4;2;6;17;0;6;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;151
2521;39;1;2021;6;1;3;2;17;18;1; ; ;4;1;4;17;4;4;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;199
2526;2;1;2021;1;1;2;1;8;20;1; ; ;4;3;2;21;1;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;205
2526;7;1;2021;1;1;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;19;4;1; ;0; ; ; ; ; ;8;8;247
2526;11;1;2021;1;1;2;1;5;24;1; ; ;4;3;1;27;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;205
2526;14;1;2021;1;1;2;2;10;32;1; ; ;4;1;4;18;2;2;8;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;221
2526;29;1;2021;1;1;2;2;16;46;2;19;4;4;1;6;19;1;0;3;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;174
2526;35;1;2021;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;6;19;0;6;3;1;3;3;157
2526;36;1;2021;1;1;2;2;29;38;2;18;4;4;1;7;18;2;6;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;347
2526;40;1;2021;1;1;2;2;21;23;2;15;1;4;1;5;18;1;2;2;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;224
2526;41;1;2021;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;30;4;2;24;8;20;0;2;1;3;2;2;164
2526;47;1;2021;1;1;2;2;14;22;2;18;4;4;1;1;25;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;198
2590;23;1;2021;1;1;2;1;3;26;1; ; ;4;1;1;28;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;474
2590;43;1;2021;1;1;2;1;14;28;1; ; ;4;2;2;29;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;511
2590;45;1;2021;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;4;24;4;4;3;3;3;3;1023
2590;47;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;363
2590;53;1;2021;1;1;2;2;5;34;1; ; ;4;1;1;37;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;511
2590;61;1;2021;1;1;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;1;24;1;1;3;3;8;3;1069
2590;86;1;2021;1;1;2;2;12;25;1; ; ;4;3;4;14;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;457
2590;88;1;2021;1;1;2;2;13;29;2;17;1;4;1;4;17;3;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1023
2590;95;1;2021;1;1;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;15;1;16;6; ;1;17;1;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1143
2590;100;1;2021;1;1;2;1;19;19;1; ; ;4;3;3;20;2;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1370
