UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
24445;12;1;2021;1;11;1;1;18;23;1; ; ;4;1;5;18;3;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;602
24445;17;1;2021;1;11;1;2;5;23;1; ; ;4;3;1;25;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1117
24445;22;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;4;1; ;3;29;3;3;3;3;3;3;1715
24445;33;1;2021;1;11;1;1;18;22;1; ; ;4;1;2;22;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;538
24445;37;1;2021;1;11;1;2;18;18;1; ; ;4;1;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;538
24445;48;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;24;4;1; ;8;25;1;8;3;3;3;3;383
24445;50;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;15;1;15;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1346
24498;23;1;2021;1;11;1;1;38;22;1; ; ;4;1;1;22;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;359
24498;25;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;5;16;1;21;6; ;1;28;1;1;3;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2044
24498;27;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;16;1;17;6; ;19;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;512
24498;35;1;2021;1;11;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;31;5;1; ;3;34;3;3;3;1;8;1;915
24498;45;1;2021;1;11;1;2;10;30;2;23;4;4;3;1;35;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;458
24498;51;1;2021;1;11;1;2;8;24;1; ; ;4;2;3;20;3;2;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;478
24498;55;1;2021;1;11;1;1;8;23;1; ; ;1;2;2;24;2;2;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;478
24498;60;1;2021;1;11;1;1;20;30;2;17;2;4;1;5;18;2;2;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;869
24554;2;1;2021;1;11;1;2;3;28;1; ; ;4;3;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754
24554;6;1;2021;1;11;1;1;17;38;2;16;5;4;1;5;18;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;535
24554;14;1;2021;1;11;1;1;8;29;1; ; ;4;1;5;20;2;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;644
24554;25;1;2021;1;11;1;2;19;19;1; ; ;4;1;1;24;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1933
24554;34;1;2021;1;11;1;2;30;26;1; ; ;4;2;3;26;3;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;685
24608;4;1;2021;1;11;1;2;14;25;2;19;4;4;1;2;19;2;1;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;401
24608;7;1;2021;1;11;1;2;3;20;1; ; ;4;1;1;22;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;251
24608;11;1;2021;1;11;1;1;29;33;1; ; ;4;1;1;35;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;352
24608;16;1;2021;1;11;1;2;10;49;2;20;4;5;1;1;22;0;0;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;166
24608;21;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;176
24608;37;1;2021;1;11;1;2;5;42;3;23;4;4;1;1;34;1;0;3;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;227
24608;38;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;30;4;1; ;1;32;1;1;3;3;3;3;176
24608;39;1;2021;1;11;1;2;11;23;1; ; ;4;1;2;24;2;2;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;235
24608;47;1;2021;1;11;1;1;57;26;1; ; ;1;1;5;27;0;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;614
24608;50;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;14;4;1; ;5;16;0;5;3;3;3;3;1228
24663;15;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4288
24663;31;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;2;26;8;15;2;1;2;2;2;2;791
24663;38;1;2021;1;11;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;1;1; ;3;21;2;3;3;1;3;3;1797
24663;40;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;5;14;1;15;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2783
24663;46;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;24;1;1; ;3;24;2;3;1;1;3;3;696
24663;51;1;2021;1;11;1;1;12;28;1; ; ;1;1;2;28;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;793
24718;17;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;21;1;21;6; ;1;23;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;503
24718;23;1;2021;1;11;1;1;33;30;1; ; ;4;1;2;19;1;1;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620
24718;27;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;6;13;6; ; ; ; ; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620
24718;40;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4;19;1;26;1;1;1;32;1;1;3;3;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1414
24718;42;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;4;23;0;4;2;1;8;3;503
24772;6;1;2021;1;11;1;1;25;25;2;21;4;4;1;3;23;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;627
24772;8;1;2021;1;11;1;2;20;30;1; ; ;1;1;2;32;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;760
24772;11;1;2021;1;11;1;1;29;27;1; ; ;4;4;3;28;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;297
24772;13;2;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;16;1;18;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;894
24772;15;1;2021;1;11;1;2;30;25;2;17;4;4;1;4;18;1;2;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;380
24772;22;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;3;1; ;7;17;0;7;3;3;3;3;254
24772;39;1;2021;1;11;1;1;14;33;1; ; ;4;1;1;33;1;1;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;405
24772;42;1;2021;1;11;1;2;0;17;1; ; ;4;1;0; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;773
24772;58;1;2021;1;11;1;2;13;22;1; ; ;4;2;2;23;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;418
24772;60;1;2021;1;11;1;1;8;29;1; ; ;4;1;3;23;3;3;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;357
24828;1;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;14;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1387
24828;35;1;2021;1;11;1;2;15;18;1; ; ;4;1;2;27;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620
24828;42;1;2021;1;11;1;2;20;20;1; ; ;4;1;2;21;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620
24828;45;1;2021;1;11;1;1;30;18;1; ; ;4;3;3;19;2;3;2;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2356
24828;49;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;28;4;1; ;1;34;1;1;3;3;3;3;628
24828;60;1;2021;1;11;1;2;22;19;1; ; ;4;1;2;29;2;2;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620
24882;11;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;31;1;0;6; ;1;32;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1018
24882;13;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;2;33;5;18;0;1;3;3;1;3;1224
24882;21;1;2021;1;11;1;2;40;19;1; ; ;4;1;6;20;3;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1018
24882;74;1;2021;1;11;1;2;10;29;2;15;4;4;1;3;21;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1227
24937;2;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;17;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3591
24937;17;1;2021;1;11;1;2;6;30;1; ; ;4;3;3;26;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1660
24937;30;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;1; ;3;19;1;3;3;3;3;3;689
24937;41;1;2021;1;11;1;1;30;27;1; ; ;4;1;1;41;1;1;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1181
24937;59;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;37;4;1; ;1;40;1;1;3;3;3;3;1320
24937;64;1;2021;1;11;1;1;45;17;1; ; ;1;3;3;18;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;728
24993;10;1;2021;1;11;1;2;30;19;1; ; ;4;1;5;21;3;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;368
24993;19;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;18;4;1; ;3;19;3;0;3;3;3;3;405
24993;20;1;2021;1;11;1;1;13;18;1; ; ;4;1;2;19;2;2;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;405
24993;28;1;2021;1;11;1;2;28;16;1; ; ;4;1;3;17;3;2;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;387
24993;39;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;16;1;16;6; ;1;17;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;359
24993;45;1;2021;1;11;1;1;27;15;1; ; ;1;2;6;15;6;6;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1936
24993;49;1;2021;1;11;1;1;17;17;1; ; ;1;2;3;17;2;3;3;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;405
24993;55;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;17;1;16;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1298
24993;68;1;2021;1;11;1;2;2;20;1; ; ;4;2;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1298
25049;6;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;15;1;15;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3327
25049;49;1;2021;1;11;1;1;47;22;1; ; ;4;3;4;23;0;4;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;705
25049;64;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;15;1;17;6; ;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2074
25049;75;1;2021;1;11;1;2;26;33;2;18;1;1;1;2;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;778
25049;78;1;2021;1;11;1;1;33;30;1; ; ;4;1;2;32;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;778
25049;81;1;2021;1;11;1;1;17;21;1; ; ;4;3;3;22;3;3;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;886
25103;11;1;2021;1;11;1;1;24;19;1; ; ;4;3;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;937
25103;19;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;20;1;20;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;869
25103;24;1;2021;1;11;1;1;29;16;1; ; ;4;1;5;18;4;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;347
25103;26;1;2021;1;11;1;2;21;26;1; ; ;4;1;2;28;2;2;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;949
25103;38;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;4;33;10;15;1;8;3;3;3;3;333
25103;44;1;2021;1;11;1;1;2;24;1; ; ;4;1;1;26;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;435
25103;45;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;17;4;1; ;0; ; ; ; ; ;3;3;1358
25103;62;1;2021;1;11;1;2;5;20;1; ; ;4;2;2;22;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;869
25103;64;1;2021;1;11;1;1;43;25;1; ; ;4;1;2;27;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;894
25159;7;1;2021;1;11;1;2;20;28;2;23;4;4;1;2;24;0;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;619
25159;12;1;2021;1;11;1;1;8;26;1; ; ;4;1;2;28;2;2;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;647
25159;15;1;2021;1;11;1;1;6;21;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1295
25159;17;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2769
25159;34;1;2021;1;11;1;2;1;44;2;16;1;4;1;6;17;4;0;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;627
25159;39;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;12;1;16;6; ;0; ; ; ; ; ;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1197
25159;51;1;2021;1;11;1;1;39;19;1; ; ;4;1;2;20;0;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;588
25216;17;1;2021;1;11;1;1;27;27;1; ; ;4;2;3;29;2;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3523
25216;22;1;2021;1;11;1;1;34;21;1; ; ;4;2;6;22;4;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3523
25216;23;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;29;4;1; ;2;30;1;2;3;3;3;3;5285
25216;25;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;18;6; ; ; ; ; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6615
25272;9;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;2;16;2;21;2;2;3;3;2;1;756
25272;23;1;2021;1;11;1;1;19;28;1; ; ;4;1;3;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;343
25272;38;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;17;4;1; ;2;23;2;0;1;3;8;8;314
25272;45;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;1;24;0;1;3;3;3;8;302
25272;60;1;2021;1;11;1;2;13;28;1; ; ;4;1;1;19;1;0;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;677
25272;61;1;2021;1;11;1;1;12;22;1; ; ;4;3;3;23;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;354
25272;64;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;17;1;17;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;981
25272;68;1;2021;1;11;1;2;18;25;1; ; ;4;3;2;27;2;2;3;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;343
25272;72;1;2021;1;11;1;2;3;23;2;18;4;4;3;2;18;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;942
25328;4;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;39;4;1; ;4;19;1;1;3;3;1;1;1753
25328;34;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;2;21;1;2;3;1;8;8;2526
25328;37;1;2021;1;11;1;1;16;19;1; ; ;4;3;3;19;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;965
25328;47;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;3;26;1;3;3;1;1;8;724
25328;53;1;2021;1;11;1;2;2;32;2;18;5;4;2;5;19;5;0;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;965
25386;11;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;5;1; ;3;20;3;1;3;3;8;3;1368
25386;24;1;2021;1;11;1;1;14;17;1; ; ;4;3;2;22;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1600
25386;38;1;2021;1;11;1;1;14;35;2;25;2;4;1;4;20;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1454
25386;49;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;5;2;32;2;23;2;2;3;3;3;3;1531
25386;52;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;18;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2841
25425;2;1;2021;6;11;3;2;11;39;2;31;4;4;1;1;37;1;0;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;277
25425;11;1;2021;6;11;3;1;45;18;1; ; ;4;1;6;26;0;6;3;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303
25425;19;1;2021;6;11;3;2;12;22;1; ; ;4;1;2;25;2;2;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;329
25425;20;1;2021;6;11;3;1;10;29;2;17;4;4;3;4;17;3;2;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;329
